reading lang.rbnf
OK
check syntax and markup RBNF tokens
OK
RBNF tokens: 337
300: entry=  0, suc=  0, alt=  0 oper  meta     "!]"
301: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
302: entry=311, suc=305, alt=  0 ident non_term "term"
303: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
304: entry=  0, suc=  0, alt=  0 oper  meta     "["
305: entry=102, suc=307, alt= -1 ident non_term "plus_minus"
306: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
307: entry=311, suc=305, alt=  0 ident non_term "term"
308: entry=  0, suc=  0, alt=  0 oper  meta     "]"
309: entry=  0, suc=  0, alt=  0 oper  meta     "."
310: entry=  0, suc=  0, alt=  0 nul   empty    "LF"
311: entry=314, suc=  0, alt=  0 ident head     "term"
312: entry=  0, suc=  0, alt=  0 oper  meta     "="
313: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
314: entry=323, suc=317, alt=  0 ident non_term "factor"
315: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
316: entry=  0, suc=  0, alt=  0 oper  meta     "["
317: entry=112, suc=319, alt= -1 ident non_term "mul_div"
318: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
319: entry=323, suc=317, alt=  0 ident non_term "factor"
320: entry=  0, suc=  0, alt=  0 oper  meta     "]"
321: entry=  0, suc=  0, alt=  0 oper  meta     "."
322: entry=  0, suc=  0, alt=  0 nul   empty    "LF"
323: entry=326, suc=  0, alt=  0 ident head     "factor"
324: entry=  0, suc=  0, alt=  0 oper  meta     "="
325: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
326: entry= 39, suc=  0, alt=329 ident non_term "name"
327: entry=  0, suc=  0, alt=  0 oper  meta     ","
328: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
329: entry= 29, suc=  0, alt=332 ident non_term "number"
330: entry=  0, suc=  0, alt=  0 oper  meta     ","
331: entry=  0, suc=  0, alt=  0 nul   empty    "SPACE"
332: entry=  0, suc=333, alt=  0 oper  terminal "("
333: entry=294, suc=334, alt=  0 ident non_term "expression"
334: entry=  0, suc=  0, alt=  0 oper  terminal ")"
335: entry=  0, suc=  0, alt=  0 oper  meta     "."
336: entry=  0, suc=  0, alt=  0 nul   empty    "LF"
337: entry=  0, suc=  0, alt=  0 nul   empty    "LF"
===============================
reading test_program.xxx
OK
tokens of test program: 439
1: ident "const"
2: nul   "SPACE"
3: ident "m"
4: oper  "="
5: num   "7"
6: oper  ","
7: nul   "SPACE"
8: ident "n"
9: oper  "="
10: num   "85"
11: oper  ";"
12: nul   "LF"
13: ident "var"
14: nul   "SPACE"
15: ident "x"
16: oper  ","
17: ident "y"
18: oper  ","
19: ident "z"
20: oper  ","
21: ident "q"
22: oper  ","
23: ident "r"
24: oper  ";"
25: nul   "LF"
26: nul   "LF"
27: ident "procedure"
28: nul   "SPACE"
29: ident "multiply"
30: oper  ";"
31: nul   "LF"
32: nul   "SPACE"
33: nul   "SPACE"
34: nul   "SPACE"
35: nul   "SPACE"
36: ident "var"
37: nul   "SPACE"
38: ident "a"
39: oper  ","
40: ident "b"
41: oper  ";"
42: nul   "LF"
43: ident "begin"
44: nul   "LF"
45: nul   "SPACE"
46: nul   "SPACE"
47: nul   "SPACE"
48: nul   "SPACE"
49: ident "a"
50: oper  ":="
51: ident "x"
52: oper  ";"
53: nul   "SPACE"
54: ident "b"
55: oper  ":="
56: ident "y"
57: oper  ";"
58: nul   "SPACE"
59: ident "z"
60: oper  ":="
61: num   "0"
62: oper  ";"
63: nul   "LF"
64: nul   "SPACE"
65: nul   "SPACE"
66: nul   "SPACE"
67: nul   "SPACE"
68: ident "while"
69: nul   "SPACE"
70: ident "b"
71: oper  ">"
72: num   "0"
73: nul   "SPACE"
74: ident "do"
75: nul   "LF"
76: nul   "SPACE"
77: nul   "SPACE"
78: nul   "SPACE"
79: nul   "SPACE"
80: ident "begin"
81: nul   "LF"
82: nul   "SPACE"
83: nul   "SPACE"
84: nul   "SPACE"
85: nul   "SPACE"
86: nul   "SPACE"
87: nul   "SPACE"
88: ident "if"
89: nul   "SPACE"
90: ident "odd"
91: nul   "SPACE"
92: ident "b"
93: nul   "SPACE"
94: ident "then"
95: nul   "SPACE"
96: ident "z"
97: oper  ":="
98: ident "z"
99: oper  "+"
100: ident "a"
101: oper  ";"
102: nul   "LF"
103: nul   "SPACE"
104: nul   "SPACE"
105: nul   "SPACE"
106: nul   "SPACE"
107: nul   "SPACE"
108: nul   "SPACE"
109: ident "a"
110: oper  ":="
111: num   "2"
112: oper  "*"
113: ident "a"
114: oper  ";"
115: nul   "SPACE"
116: ident "b"
117: oper  ":="
118: ident "b"
119: oper  "/"
120: num   "2"
121: oper  ";"
122: nul   "LF"
123: nul   "SPACE"
124: nul   "SPACE"
125: nul   "SPACE"
126: nul   "SPACE"
127: ident "end"
128: oper  ";"
129: nul   "LF"
130: ident "end"
131: oper  ";"
132: nul   "LF"
133: nul   "LF"
134: ident "procedure"
135: nul   "SPACE"
136: ident "divide"
137: oper  ";"
138: nul   "LF"
139: nul   "SPACE"
140: nul   "SPACE"
141: nul   "SPACE"
142: nul   "SPACE"
143: ident "var"
144: nul   "SPACE"
145: ident "w"
146: oper  ";"
147: nul   "LF"
148: ident "begin"
149: nul   "LF"
150: nul   "SPACE"
151: nul   "SPACE"
152: nul   "SPACE"
153: nul   "SPACE"
154: ident "r"
155: oper  ":="
156: ident "x"
157: oper  ";"
158: nul   "SPACE"
159: ident "q"
160: oper  ":="
161: num   "0"
162: oper  ";"
163: nul   "SPACE"
164: ident "w"
165: oper  ":="
166: ident "y"
167: oper  ";"
168: nul   "LF"
169: nul   "SPACE"
170: nul   "SPACE"
171: nul   "SPACE"
172: nul   "SPACE"
173: ident "while"
174: nul   "SPACE"
175: ident "w"
176: oper  "<="
177: ident "r"
178: nul   "SPACE"
179: ident "do"
180: nul   "SPACE"
181: ident "w"
182: oper  ":="
183: num   "2"
184: oper  "*"
185: ident "w"
186: oper  ";"
187: nul   "LF"
188: nul   "SPACE"
189: nul   "SPACE"
190: nul   "SPACE"
191: nul   "SPACE"
192: ident "while"
193: nul   "SPACE"
194: ident "w"
195: oper  ">"
196: ident "y"
197: nul   "SPACE"
198: ident "do"
199: nul   "LF"
200: nul   "SPACE"
201: nul   "SPACE"
202: nul   "SPACE"
203: nul   "SPACE"
204: ident "begin"
205: nul   "LF"
206: nul   "SPACE"
207: nul   "SPACE"
208: nul   "SPACE"
209: nul   "SPACE"
210: nul   "SPACE"
211: nul   "SPACE"
212: ident "q"
213: oper  ":="
214: num   "2"
215: oper  "*"
216: ident "q"
217: oper  ";"
218: nul   "SPACE"
219: ident "w"
220: oper  ":="
221: ident "w"
222: oper  "/"
223: num   "2"
224: oper  ";"
225: nul   "LF"
226: nul   "SPACE"
227: nul   "SPACE"
228: nul   "SPACE"
229: nul   "SPACE"
230: nul   "SPACE"
231: nul   "SPACE"
232: ident "if"
233: nul   "SPACE"
234: ident "w"
235: oper  "<="
236: ident "r"
237: nul   "SPACE"
238: ident "then"
239: nul   "SPACE"
240: ident "begin"
241: nul   "SPACE"
242: ident "r"
243: oper  ":="
244: ident "r"
245: oper  "-"
246: ident "w"
247: oper  ";"
248: nul   "SPACE"
249: ident "q"
250: oper  ":="
251: ident "q"
252: oper  "+"
253: num   "1"
254: oper  ";"
255: nul   "SPACE"
256: ident "end"
257: oper  ";"
258: nul   "LF"
259: nul   "SPACE"
260: nul   "SPACE"
261: nul   "SPACE"
262: nul   "SPACE"
263: ident "end"
264: oper  ";"
265: nul   "LF"
266: ident "end"
267: oper  ";"
268: nul   "LF"
269: nul   "LF"
270: ident "procedure"
271: nul   "SPACE"
272: ident "gcd"
273: oper  ";"
274: nul   "LF"
275: ident "var"
276: nul   "SPACE"
277: ident "f"
278: oper  ","
279: ident "g"
280: oper  ";"
281: nul   "LF"
282: ident "begin"
283: nul   "LF"
284: nul   "SPACE"
285: nul   "SPACE"
286: nul   "SPACE"
287: nul   "SPACE"
288: ident "f"
289: oper  ":="
290: ident "x"
291: oper  ";"
292: nul   "SPACE"
293: ident "g"
294: oper  ":="
295: ident "y"
296: oper  ";"
297: nul   "LF"
298: nul   "SPACE"
299: nul   "SPACE"
300: nul   "SPACE"
301: nul   "SPACE"
302: ident "while"
303: nul   "SPACE"
304: ident "f"
305: oper  "<>"
306: ident "g"
307: nul   "SPACE"
308: ident "do"
309: nul   "LF"
310: nul   "SPACE"
311: nul   "SPACE"
312: nul   "SPACE"
313: nul   "SPACE"
314: ident "begin"
315: nul   "LF"
316: nul   "SPACE"
317: nul   "SPACE"
318: nul   "SPACE"
319: nul   "SPACE"
320: nul   "SPACE"
321: nul   "SPACE"
322: ident "if"
323: nul   "SPACE"
324: ident "f"
325: oper  "<"
326: ident "g"
327: nul   "SPACE"
328: ident "then"
329: nul   "SPACE"
330: ident "g"
331: oper  ":="
332: ident "g"
333: oper  "-"
334: ident "f"
335: oper  ";"
336: nul   "LF"
337: nul   "SPACE"
338: nul   "SPACE"
339: nul   "SPACE"
340: nul   "SPACE"
341: nul   "SPACE"
342: nul   "SPACE"
343: ident "if"
344: nul   "SPACE"
345: ident "g"
346: oper  "<"
347: ident "f"
348: nul   "SPACE"
349: ident "then"
350: nul   "SPACE"
351: ident "f"
352: oper  ":="
353: ident "f"
354: oper  "-"
355: ident "g"
356: oper  ";"
357: nul   "LF"
358: nul   "SPACE"
359: nul   "SPACE"
360: nul   "SPACE"
361: nul   "SPACE"
362: ident "end"
363: oper  ";"
364: nul   "LF"
365: nul   "SPACE"
366: nul   "SPACE"
367: nul   "SPACE"
368: nul   "SPACE"
369: ident "z"
370: oper  ":="
371: ident "f"
372: oper  ";"
373: nul   "LF"
374: ident "end"
375: oper  ";"
376: nul   "LF"
377: nul   "LF"
378: ident "begin"
379: nul   "LF"
380: nul   "SPACE"
381: nul   "SPACE"
382: nul   "SPACE"
383: nul   "SPACE"
384: ident "x"
385: oper  ":="
386: ident "m"
387: oper  ";"
388: nul   "SPACE"
389: ident "y"
390: oper  ":="
391: ident "n"
392: oper  ";"
393: nul   "SPACE"
394: ident "call"
395: nul   "SPACE"
396: ident "multiply"
397: oper  ";"
398: nul   "LF"
399: nul   "SPACE"
400: nul   "SPACE"
401: nul   "SPACE"
402: nul   "SPACE"
403: ident "x"
404: oper  ":="
405: num   "25"
406: oper  ";"
407: nul   "SPACE"
408: ident "y"
409: oper  ":="
410: num   "3"
411: oper  ";"
412: nul   "SPACE"
413: ident "call"
414: nul   "SPACE"
415: ident "divide"
416: oper  ";"
417: nul   "LF"
418: nul   "SPACE"
419: nul   "SPACE"
420: nul   "SPACE"
421: nul   "SPACE"
422: ident "x"
423: oper  ":="
424: num   "84"
425: oper  ";"
426: nul   "SPACE"
427: ident "y"
428: oper  ":="
429: num   "36"
430: oper  ";"
431: nul   "SPACE"
432: ident "call"
433: nul   "SPACE"
434: ident "gcd"
435: oper  ";"
436: nul   "LF"
437: ident "end"
438: oper  "."
439: nul   "LF"
===============================
goal: prog, address=18
parse text by RBNF syntax tree
LEVEL_1:prog:18 entry 22
LEVEL_1:prog:18 22:"block"-->178 NON_TERMINAL
LEVEL_2:block:178 entry 183
LEVEL_2:block:178 183:"const_sector"-->123 NON_TERMINAL
LEVEL_3:const_sector:123 entry 126
LEVEL_3:const_sector:123 126:"const":128:0 = "const":1 TRUE
LEVEL_3:const_sector:123 128:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "m":3 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "m":3 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "m":3 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "m":3 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "m":3 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "m":3 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "m":3 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "m":3 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "m":3 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "m":3 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:const_sector:123 130:"=":132:0 = "=":4 TRUE
LEVEL_3:const_sector:123 132:"number"-->29 NON_TERMINAL
LEVEL_4:number:29 entry 32
SEMANTIC_TOKEN AT 32: SEM_VALUE
LEVEL_4:number:29 34:"NUMBER":36:0 = "7":5 SEMANTIC DECODE: SEM_VALUE="7"
 TRUE
SEMANTIC_TOKEN AT 36: SEM_DONE
LEVEL_4:number:29 TRUE
LEVEL_3:const_sector:123 136:",":138:143 = ",":6 TRUE
LEVEL_3:const_sector:123 138:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "n":8 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "n":8 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "n":8 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "n":8 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "n":8 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "n":8 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "n":8 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "n":8 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "n":8 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "n":8 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:const_sector:123 139:"=":140:0 = "=":9 TRUE
LEVEL_3:const_sector:123 140:"number"-->29 NON_TERMINAL
LEVEL_4:number:29 entry 32
SEMANTIC_TOKEN AT 32: SEM_VALUE
LEVEL_4:number:29 34:"NUMBER":36:0 = "85":10 SEMANTIC DECODE: SEM_VALUE="85"
 TRUE
SEMANTIC_TOKEN AT 36: SEM_DONE
LEVEL_4:number:29 TRUE
LEVEL_3:const_sector:123 136:",":138:143 = ";":11 FALSE
LEVEL_3:const_sector:123 143:";":0:0 = ";":11 TRUE
LEVEL_3:const_sector:123 TRUE
LEVEL_2:block:178 187:"var_sector"-->146 NON_TERMINAL
LEVEL_3:var_sector:146 entry 149
LEVEL_3:var_sector:146 149:"var":151:0 = "var":13 TRUE
LEVEL_3:var_sector:146 151:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "x":15 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "x":15 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "x":15 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "x":15 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "x":15 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "x":15 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "x":15 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "x":15 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "x":15 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "x":15 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:var_sector:146 155:",":157:160 = ",":16 TRUE
LEVEL_3:var_sector:146 157:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "y":17 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "y":17 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "y":17 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "y":17 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "y":17 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "y":17 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "y":17 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "y":17 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "y":17 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "y":17 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:var_sector:146 155:",":157:160 = ",":18 TRUE
LEVEL_3:var_sector:146 157:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "z":19 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "z":19 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "z":19 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "z":19 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "z":19 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "z":19 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "z":19 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "z":19 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "z":19 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "z":19 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:var_sector:146 155:",":157:160 = ",":20 TRUE
LEVEL_3:var_sector:146 157:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "q":21 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "q":21 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "q":21 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "q":21 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "q":21 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "q":21 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "q":21 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "q":21 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "q":21 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "q":21 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:var_sector:146 155:",":157:160 = ",":22 TRUE
LEVEL_3:var_sector:146 157:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "r":23 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "r":23 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "r":23 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "r":23 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "r":23 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "r":23 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "r":23 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "r":23 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "r":23 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "r":23 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:var_sector:146 155:",":157:160 = ";":24 FALSE
LEVEL_3:var_sector:146 160:";":0:0 = ";":24 TRUE
LEVEL_3:var_sector:146 TRUE
LEVEL_2:block:178 191:"proc_sector"-->163 NON_TERMINAL
LEVEL_3:proc_sector:163 entry 166
LEVEL_3:proc_sector:163 166:"procedure":168:0 = "procedure":27 TRUE
LEVEL_3:proc_sector:163 168:"name"-->39 NON_TERMINAL
LEVEL_4:name:39 entry 42
LEVEL_4:name:39 42:EXCLUDE_ON:44:0
LEVEL_4:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_5:reserved_words:49 entry 52
LEVEL_5:reserved_words:49 52:"const":0:54 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 54:"var":0:56 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 56:"procedure":0:58 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 58:"call":0:60 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 60:"begin":0:62 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 62:"end":0:64 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 64:"if":0:66 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 66:"then":0:68 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 68:"while":0:70 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 70:"do":0:0 = "multiply":29 FALSE
LEVEL_5:reserved_words:49 FALSE
LEVEL_4:name:39 46:EXCLUDE_OFF:0:0
LEVEL_4:name:39 TRUE
LEVEL_3:proc_sector:163 170:";":172:0 = ";":30 TRUE
LEVEL_3:proc_sector:163 172:"block"-->178 NON_TERMINAL
LEVEL_4:block:178 entry 183
LEVEL_4:block:178 183:"const_sector"-->123 NON_TERMINAL
LEVEL_5:const_sector:123 entry 126
LEVEL_5:const_sector:123 126:"const":128:0 = "var":36 FALSE
LEVEL_5:const_sector:123 FALSE
LEVEL_4:block:178 187:"var_sector"-->146 NON_TERMINAL
LEVEL_5:var_sector:146 entry 149
LEVEL_5:var_sector:146 149:"var":151:0 = "var":36 TRUE
LEVEL_5:var_sector:146 151:"name"-->39 NON_TERMINAL
LEVEL_6:name:39 entry 42
LEVEL_6:name:39 42:EXCLUDE_ON:44:0
LEVEL_6:name:39 44:"reserved_words"-->49 NON_TERMINAL
LEVEL_7:reserved_words:49 entry 52
LEVEL_7:reserved_words:49 52:"const":0:54 = "a":38 FALSE
LEVEL_7:reserved_words:49 54:"var":0:56 = "a":38 FALSE
LEVEL_7:reserved_words:49 56:"procedure":0:58 = "a":38 FALSE
